"Cód","Código de barras","Nome","Fornecedor","Fabricante","Preço Tabela","Replicação de preço","Custo","Resultado Financeiro","Markup","Estoque","Aliquota","Grupo linha","Sub grupo","Comissão Vendedor","Comissão Veterinário","CSOSN/CST","Status","Código de barras 2","Código de barras 3","Código de barras 4"
"5858","7898195864292","SUPL MAMMY DOG TABS ORGANNACT 100G","MOURAGRO","NAO INFORMADO","R$ 90,99","Ativo","R$ 63,42","R$ 27,57","43,5%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1851","7898019866624","SUPL METACELL PET 50ML","TECNEW","NAO INFORMADO","R$ 31,99","Ativo","R$ 31,01","R$ 0,98","3,2%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1451","7898053582979","SUPL NUTRALIFE 14G","SUPRIMAX VET 2","NAO INFORMADO","R$ 88,99","Ativo","R$ 65,52","R$ 23,47","35,8%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10749","7899766981332","SUPL NUTRASYN ARTRON SMALL SIZE 30 TABS","ORGANATU","NAO INFORMADO","R$ 93,90","Ativo","R$ 60,57","R$ 33,33","55,0%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10747","7899766981349","SUPL NUTRASYN ARTRON TIPO II 30 TABS","ORGANATU","NAO INFORMADO","R$ 202,90","Ativo","R$ 150,24","R$ 52,66","35,1%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10751","7899766981301","SUPL NUTRASYN CREATON MASS 250G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 198,90","Ativo","R$ 146,82","R$ 52,08","35,5%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8847","7898951630086","SUPL NUTRHIPHARME HPHAR 30CP","RIO CITAVET","NAO INFORMADO","R$ 98,99","Ativo","R$ 63,96","R$ 35,03","54,8%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"104429","7898195861048","SUPL NUTRICUPER DOG 120ML","MOURAGRO","ORGANNACT","R$ 86,99","Ativo","R$ 56,80","R$ 30,19","53,2%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1667","7898195861024","SUPL NUTRIFULL CAT 30ML","MOURAGRO","NAO INFORMADO","R$ 60,99","Ativo","R$ 34,10","R$ 26,89","78,9%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1681","7898195860782","SUPL NUTRIFULL DOG 120ML","MOURAGRO","NAO INFORMADO","R$ 104,99","Ativo","R$ 104,12","R$ 0,87","0,8%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"521485","7897085912501","SUPL NUTRISANA CISPET 30COMP","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 80,90","Ativo","R$ 55,42","R$ 25,48","46,0%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"110839","7897085913713","SUPL NUTRISANA CISPET PASTA 35G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 60,99","Ativo","R$ 46,59","R$ 14,40","30,9%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10524","7897085902991","SUPL NUTRISANA GLUTAMINA 20ML","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 30,99","Ativo","R$ 17,50","R$ 13,49","77,1%","5","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10520","7897085912815","SUPL NUTRISANA NEXIN 30COMP","VITAVET","NAO INFORMADO","R$ 123,99","Ativo","R$ 88,01","R$ 35,98","40,9%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10522","7897085912136","SUPL NUTRISANA NEXIN PASTA 40 gr","VITAVET","NAO INFORMADO","R$ 72,99","Ativo","R$ 52,73","R$ 20,26","38,4%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10526","7897085903363","SUPL NUTRISANA OMEX 3 1 100MG 30COMP","RPI DISTRIBUICAO DE PRODUTOS","NAO INFORMADO","R$ 86,90","Ativo","R$ 71,80","R$ 15,10","21,0%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"11055","7897085903349","SUPL NUTRISANA OMEX 3 550MG 30CAPS","SEROPEC","NAO INFORMADO","R$ 54,90","Ativo","R$ 33,09","R$ 21,81","65,9%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"7811","6065292298706","SUPL NUXCELL FEL 2G","TECNEW","NAO INFORMADO","R$ 70,99","Ativo","R$ 42,44","R$ 28,55","67,3%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"5541","606529141691","SUPL NUXCELL NEO IMUNOMODULADOR 2G","TECNEW","NAO INFORMADO","R$ 40,99","Ativo","R$ 28,58","R$ 12,41","43,4%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"5539","606529229634","SUPL NUXCELL PLUS 2G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 66,99","Ativo","R$ 46,65","R$ 20,34","43,6%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6134","7898549750158","SUPL OGRAX  CELL 15 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 155,90","Ativo","R$ 121,26","R$ 34,64","28,6%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","7896112410256","",""
"6122","7896112402794","SUPL OGRAX ARTRO 10 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 189,90","Ativo","R$ 134,10","R$ 55,80","41,6%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6120","7896112402398","SUPL OGRAX ARTRO 20 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 220,99","Ativo","R$ 169,99","R$ 51,00","30,0%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6136","7898549750165","SUPL OGRAX CELL 5 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 62,99","Ativo","R$ 40,42","R$ 22,57","55,8%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","7896112410249","",""
"6124","7896112402251","SUPL OGRAX DERME 10 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 117,99","Ativo","R$ 86,68","R$ 31,31","36,1%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6126","7896112402268","SUPL OGRAX DERME 20 C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 198,99","Ativo","R$ 146,54","R$ 52,45","35,8%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"11888","7896112405917","SUPL OGRAX GATOS 30 CAPSULAS","PETS LIFE AVERT","NAO INFORMADO","R$ 89,90","Inativo","R$ 61,11","R$ 28,79","47,1%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6148","7898549750691","SUPL OGRAX SENIOR 10 C/30 CAPS (SENIOX 1000)","PETS LIFE AVERT","NAO INFORMADO","R$ 136,90","Ativo","R$ 95,24","R$ 41,66","43,7%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6150","7898549750684","SUPL OGRAX SENIOR 5 C/30 CAPS (SENIOX 500MG)","PETS LIFE AVERT","NAO INFORMADO","R$ 79,99","Ativo","R$ 55,37","R$ 24,62","44,5%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6128","7898549750639","SUPL OGRAX-3 1000MG C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 113,90","Ativo","R$ 78,89","R$ 35,01","44,4%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6130","7898549750189","SUPL OGRAX-3 1500MG C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 146,99","Ativo","R$ 108,54","R$ 38,45","35,4%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6132","7898549750622","SUPL OGRAX-3 500MG C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 80,99","Ativo","R$ 55,75","R$ 25,24","45,3%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"944094","7898195864544","SUPL OMEGA CAT 3,6+D 30ML","MOURAGRO","NAO INFORMADO","R$ 72,99","Ativo","R$ 50,08","R$ 22,91","45,7%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"5866","7898195862748","SUPL OMEGA3 DOG 500 MG ORGANNACT 15G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 91,99","Ativo","R$ 61,53","R$ 30,46","49,5%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"136672","7896006224242","SUPL OMEGATOP 3 1.000MG C/40CPS","TECNEW","AGENER UNIÃO","R$ 132,90","Ativo","R$ 94,65","R$ 38,25","40,4%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"708113","7896006224235","SUPL OMEGATOP 3 500MG C/40CPS","TECNEW","AGENER UNIÃO","R$ 87,90","Ativo","R$ 62,44","R$ 25,46","40,8%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8066","7898195861734","SUPL ORGA CALCIO  ORGANNACT PET 30TABS 30G","MOURAGRO","NAO INFORMADO","R$ 34,99","Ativo","R$ 25,09","R$ 9,90","39,5%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"931075","7898195861512","SUPL ORGA MILK ORGANNACT  300GRS","MOURAGRO","NAO INFORMADO","R$ 235,90","Ativo","R$ 154,03","R$ 81,87","53,2%","2","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"5868","7898195861208","SUPL ORGA MILK ORGANNACT 100G","MOURAGRO","NAO INFORMADO","R$ 104,99","Ativo","R$ 71,93","R$ 33,06","46,0%","6","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"301064","7898195862298","SUPL ORGA MILK ORGANNACT 60GR","MOURAGRO","NAO INFORMADO","R$ 75,99","Ativo","R$ 51,83","R$ 24,16","46,6%","4","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"1501","7898053599502","SUPL ORGANEW PET 100G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 29,99","Ativo","R$ 21,52","R$ 8,47","39,4%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"4609","7898053581668","SUPL ORGANEW PET 1KG","SUPRIMAX VET","NAO INFORMADO","R$ 92,69","Ativo","R$ 68,65","R$ 24,04","35,0%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"9354","7898053593906","SUPL ORGANEW PET PASTA 12GR","SUPRIMAX VET 2","NAO INFORMADO","R$ 29,99","Ativo","R$ 19,43","R$ 10,56","54,3%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"5189","1000000000139","SUPL PAS 100PS 10G","ALFAVET","NAO INFORMADO","R$ 15,99","Ativo","R$ 11,29","R$ 4,70","41,6%","0","Tributada ICMS","PASSAROS/OUTROS PETS","ACESSORIOS","0.00","0.00","00","Ativo","","",""
"1461","7898053594866","SUPL PELO & DERME 1500MG DHA+EPA 30CAP","SUPRIMAX VET 2","NAO INFORMADO","R$ 97,99","Ativo","R$ 62,18","R$ 35,81","57,6%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1465","7898053594859","SUPL PELO & DERME 750MG DHA+EPA 30CAP","SUPRIMAX VET 2","NAO INFORMADO","R$ 70,99","Ativo","R$ 44,93","R$ 26,06","58,0%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1453","7898053590103","SUPL PELO & DERME GOLD C/30 CP","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 69,99","Ativo","R$ 47,12","R$ 22,87","48,5%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1457","7898053590110","SUPL PELO & DERME GOLD C/60 CP","SUPRIMAX VET 2","NAO INFORMADO","R$ 95,99","Ativo","R$ 70,32","R$ 25,67","36,5%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1503","7898053581385","SUPL PET MILK SACHE 100G","SUPRIMAX VET 2","NAO INFORMADO","R$ 82,90","Ativo","R$ 61,03","R$ 21,87","35,8%","4","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","7898053593883","",""
"8853","7898053593890","SUPL PET MILK SACHE 300GR","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 190,90","Ativo","R$ 123,90","R$ 67,00","54,1%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"701614","7896006220374","SUPL PRO CART  FLEX CAPS MOLE FR C/40CP","TECNEW","AGENER","R$ 239,90","Ativo","R$ 184,88","R$ 55,02","29,8%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1459","7896006203469","SUPL PRO CART C/60 CP","TECNEW","NAO INFORMADO","R$ 99,90","Ativo","R$ 75,66","R$ 24,24","32,0%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1475","7896006211310","SUPL PRO CART C/60 CP 25KG","GRANDA","NAO INFORMADO","R$ 118,90","Ativo","R$ 92,40","R$ 26,50","28,7%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"703","7898201802034","SUPL PROBIÓTICO BIOVET 14G","GLA LINAVET","NAO INFORMADO","R$ 24,99","Ativo","R$ 24,24","R$ 0,75","3,1%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"11884","7896112401759","SUPL PROBIOTICO PET AVERT 14G","PETS LIFE AVERT","NAO INFORMADO","R$ 32,99","Ativo","R$ 23,97","R$ 9,02","37,6%","16","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10861","40141001184","SUPL PROBIOTICO PROACT 14G","VET RIO","NAO INFORMADO","R$ 56,90","Ativo","R$ 33,52","R$ 23,38","69,7%","6","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1469","7898053580760","SUPL PROBIOTICO VETNIL 14G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 47,99","Ativo","R$ 34,23","R$ 13,76","40,2%","6","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"5872","7898195863608","SUPL PROMUN CAT PASTA ORGANNACT 30G","MOURAGRO","NAO INFORMADO","R$ 61,99","Inativo","R$ 43,34","R$ 18,65","43,0%","12","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1669","7898195861000","SUPL PROMUN CAT PO 50G","MOURAGRO","NAO INFORMADO","R$ 79,99","Ativo","R$ 52,10","R$ 27,89","53,5%","6","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"371673","7898195865886","SUPL PROMUN DEFENSE BOOST CAT 3 ML","MOURAGRO","NAO INFORMADO","R$ 54,99","Ativo","R$ 39,54","R$ 15,45","39,1%","2","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"888623","7898195865893","SUPL PROMUN DEFENSE BOOST DOG 3 ML","MOURAGRO","NAO INFORMADO","R$ 54,99","Ativo","R$ 37,89","R$ 17,10","45,1%","5","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"1671","7898195861338","SUPL PROMUN DOG 30 TABS 52,5G","MOURAGRO","NAO INFORMADO","R$ 76,99","Ativo","R$ 50,08","R$ 26,91","53,7%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1673","7898195861314","SUPL PROMUN DOG 60 TABS 105G","MOURAGRO","NAO INFORMADO","R$ 109,90","Ativo","R$ 71,99","R$ 37,91","52,7%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1661","7898195860911","SUPL PROMUN DOG PO 150G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 168,99","Ativo","R$ 117,88","R$ 51,11","43,4%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1657","7898195860638","SUPL PROMUN DOG PO 50G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 65,99","Ativo","R$ 46,04","R$ 19,95","43,3%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6138","7898549750721","SUPL QUERANON C/30 CAPS (15KG)","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 75,99","Ativo","R$ 55,63","R$ 20,36","36,6%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6173","7896112402640","SUPL QUERANON C/30 CP (15KG)","MEGA RIO","NAO INFORMADO","R$ 67,99","Ativo","R$ 50,13","R$ 17,86","35,6%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6140","7896112402725","SUPL QUERANON GATOS PASTA 70G","PETS LIFE AVERT","NAO INFORMADO","R$ 84,99","Ativo","R$ 61,88","R$ 23,11","37,3%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6142","7896112402169","SUPL QUERANON LB C/30 CP (30KG)","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 123,90","Ativo","R$ 95,42","R$ 28,48","29,8%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6144","7898549750257","SUPL QUERANON SMALL SIZE C/30 CAPS (5KG)","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 51,99","Ativo","R$ 32,90","R$ 19,09","58,0%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6175","7896112402657","SUPL QUERANON SMALL SIZE C/30 CP","MEGA RIO","NAO INFORMADO","R$ 46,99","Ativo","R$ 34,16","R$ 12,83","37,6%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10150","7899766981325","SUPL REFORSYN DEFENSE ATÉ 10KG TABLET","ORGANATU","NAO INFORMADO","R$ 157,90","Ativo","R$ 141,62","R$ 16,28","11,5%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8342","7896112405924","SUPL REFOS DERME P C/30COMP","PETS LIFE AVERT","NAO INFORMADO","R$ 102,99","Ativo","R$ 65,01","R$ 37,98","58,4%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"7534","7898558464374","SUPL RENACATS 50G","TUTANO","NAO INFORMADO","R$ 110,99","Ativo","R$ 86,08","R$ 24,91","28,9%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"7538","7898558464381","SUPL RENADOGS 85G","TUTANO","NAO INFORMADO","R$ 147,99","Ativo","R$ 115,53","R$ 32,46","28,1%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"7536","7898558464398","SUPL RENADVANCED 40G","TUTANO","NAO INFORMADO","R$ 133,99","Ativo","R$ 104,22","R$ 29,77","28,6%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"951142","7898195865220","SUPL RENNAPRO CAT 60GR","MOURAGRO","ORGANNACT","R$ 137,90","Ativo","R$ 89,64","R$ 48,26","53,8%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","102","Ativo","","",""
"611931","7898195865237","SUPL RENNAPRO DOG 120GR","MOURAGRO","NAO INFORMADO","R$ 219,90","Ativo","R$ 143,26","R$ 76,64","53,5%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","102","Ativo","","",""
"6152","7896112402596","SUPL SENIOX T C/30 CAPS","PETS LIFE AVERT","NAO INFORMADO","R$ 154,90","Ativo","R$ 114,09","R$ 40,81","35,8%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8835","7898951630345","SUPL SUPPORT NUTRIPHARME AIG CAES","MOURAGRO","NAO INFORMADO","R$ 147,99","Ativo","R$ 108,40","R$ 39,59","36,5%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8839","7898951630352","SUPL SUPPORT NUTRIPHARME AIG GATOS","RIO CITAVET","NAO INFORMADO","R$ 168,99","Ativo","R$ 117,87","R$ 51,12","43,4%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8843","7898951630307","SUPL SUPPORT NUTRIPHARME MILK CAES","RIO CITAVET","NAO INFORMADO","R$ 151,99","Ativo","R$ 113,54","R$ 38,45","33,9%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"8841","7898951630314","SUPL SUPPORT NUTRIPHARME MILK GATOS","RIO CITAVET","NAO INFORMADO","R$ 155,99","Ativo","R$ 116,32","R$ 39,67","34,1%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"1473","7898053582795","SUPL VITA VET C 30ML","SUPRIMAX VET 2","NAO INFORMADO","R$ 44,99","Ativo","R$ 28,62","R$ 16,37","57,2%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6349","7898586870406","SUPL VITAMINICO FABIANI VITAGOLD 20ML","SEROPEC","NAO INFORMADO","R$ 20,90","Ativo","R$ 14,79","R$ 6,11","41,3%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"6351","7898586870413","SUPL VITAMINICO FABIANI VITAGOLD 50ML","SEROPEC","NAO INFORMADO","R$ 29,99","Inativo","R$ 18,99","R$ 11,00","57,9%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"10843","7899766981509","SUPL VITAVITYS 60TABS","ORGANATU","NAO INFORMADO","R$ 108,90","Ativo","R$ 80,52","R$ 28,38","35,2%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"148977","7898951630123","SUPL. AIG 30 COMP","RIO CITAVET","NAO INFORMADO","R$ 186,99","Ativo","R$ 132,67","R$ 54,32","40,9%","3","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"811341","7896006299080","SUPL. ALIV PET 150MG C/40 COMP","TECNEW","AGENER UNIÃO","R$ 179,90","Inativo","R$ 129,68","R$ 50,22","38,7%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"644418","7896006299097","SUPL. ALIV PET 50MG C/40 COMP","01-OBOM Pet Agulhas Negras","AGENER UNIÃO","R$ 124,90","Inativo","R$ 88,83","R$ 36,07","40,6%","2","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"120361","7896112402190","SUPL. BENEFLORA 14G","PETS LIFE AVERT","NAO INFORMADO","R$ 61,99","Ativo","R$ 45,16","R$ 16,83","37,3%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"943371","7896112409045","SUPL. BENEFLORA DERME PASTA 30G","PETS LIFE AVERT","NAO INFORMADO","R$ 180,99","Ativo","R$ 133,92","R$ 47,07","35,1%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"838564","7896112409069","SUPL. BENEFLORA ORO 30G","PETS LIFE AVERT","NAO INFORMADO","R$ 172,99","Ativo","R$ 127,96","R$ 45,03","35,2%","1","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"9482","7898919487776","SUPL. BIOSAN FLORA PET 10COMP","VITAVET","NAO INFORMADO","R$ 25,99","Ativo","R$ 19,20","R$ 6,79","35,4%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"9468","7898919487134","SUPL. BIOSAN LIFE 400GR","VITAVET","NAO INFORMADO","R$ 64,99","Ativo","R$ 47,97","R$ 17,02","35,5%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"9466","7898919487141","SUPL. BIOSAN LIFE MAX 300GR","VITAVET","NAO INFORMADO","R$ 70,99","Ativo","R$ 52,55","R$ 18,44","35,1%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"542889","7898939116267","SUPL. CALCIORAL B12 100ML","ALFAVET","NAO INFORMADO","R$ 19,99","Ativo","R$ 7,89","R$ 12,10","153,4%","2","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"679510","7896112407355","SUPL. CONDROPLEX PASTA 60GR","PETS LIFE AVERT","NAO INFORMADO","R$ 92,99","Ativo","R$ 0,00","R$ 92,99","100,0%","0","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"182108","7896112402589","SUPL. DOSS VET 5ML","PETS LIFE AVERT","NAO INFORMADO","R$ 41,99","Ativo","R$ 32,45","R$ 9,54","29,4%","1","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"175895","7890000175890","SUPL. ENTERO FORT C/4","RPI DISTRIBUICAO DE PRODUTOS","NAO INFORMADO","R$ 13,99","Ativo","R$ 7,81","R$ 6,18","79,1%","0","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
"584317","7898153933480","SUPL. ENTERO FORT COMP 2000MG","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 167,99","Ativo","R$ 117,16","R$ 50,83","43,4%","1","Tributada ICMS","MEDICAMENTOS","MANUTENCAO/VITAMINA","0.00","0.00","00","Ativo","","",""
